Using GATK jar /scratch2/cropbio/stoecker/WGS_WGGC/WES_WGGC_2021_AG_Schoof/.snakemake/conda/c9dd5efd9313c76cc841b8b834a238c7/share/gatk4-4.1.4.1-1/gatk-package-4.1.4.1-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /scratch2/cropbio/stoecker/WGS_WGGC/WES_WGGC_2021_AG_Schoof/.snakemake/conda/c9dd5efd9313c76cc841b8b834a238c7/share/gatk4-4.1.4.1-1/gatk-package-4.1.4.1-local.jar ApplyBQSR -R resources/genome.fasta -I results/dedup/NA12878.novoalign.sorted.bam --bqsr-recal-file results/recal/NA12878.novoalign.grp -O results/recal/NA12878.novoalign.sorted.bam
19:09:32.982 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/scratch2/cropbio/stoecker/WGS_WGGC/WES_WGGC_2021_AG_Schoof/.snakemake/conda/c9dd5efd9313c76cc841b8b834a238c7/share/gatk4-4.1.4.1-1/gatk-package-4.1.4.1-local.jar!/com/intel/gkl/native/libgkl_compression.so
Aug 13, 2021 7:09:33 PM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
19:09:33.358 INFO  ApplyBQSR - ------------------------------------------------------------
19:09:33.359 INFO  ApplyBQSR - The Genome Analysis Toolkit (GATK) v4.1.4.1
19:09:33.359 INFO  ApplyBQSR - For support and documentation go to https://software.broadinstitute.org/gatk/
19:09:33.359 INFO  ApplyBQSR - Executing as stoecker@cs03 on Linux v5.4.0-66-generic amd64
19:09:33.359 INFO  ApplyBQSR - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_282-b08
19:09:33.359 INFO  ApplyBQSR - Start Date/Time: August 13, 2021 7:09:32 PM UTC
19:09:33.359 INFO  ApplyBQSR - ------------------------------------------------------------
19:09:33.359 INFO  ApplyBQSR - ------------------------------------------------------------
19:09:33.360 INFO  ApplyBQSR - HTSJDK Version: 2.21.0
19:09:33.360 INFO  ApplyBQSR - Picard Version: 2.21.2
19:09:33.360 INFO  ApplyBQSR - HTSJDK Defaults.COMPRESSION_LEVEL : 2
19:09:33.360 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
19:09:33.360 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
19:09:33.360 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
19:09:33.360 INFO  ApplyBQSR - Deflater: IntelDeflater
19:09:33.361 INFO  ApplyBQSR - Inflater: IntelInflater
19:09:33.361 INFO  ApplyBQSR - GCS max retries/reopens: 20
19:09:33.361 INFO  ApplyBQSR - Requester pays: disabled
19:09:33.361 INFO  ApplyBQSR - Initializing engine
19:09:33.879 INFO  ApplyBQSR - Done initializing engine
19:09:33.914 INFO  ProgressMeter - Starting traversal
19:09:33.915 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
19:16:14.267 INFO  ProgressMeter -           1:77065981              6.7              20857000        3125807.1
19:16:24.266 INFO  ProgressMeter -           1:79375674              6.8              21468000        3138971.3
19:16:34.279 INFO  ProgressMeter -           1:81831904              7.0              22086000        3152410.8
19:16:44.292 INFO  ProgressMeter -             unmapped              7.2              22697000        3164249.0
19:16:54.295 INFO  ProgressMeter -           1:86570540              7.3              23319000        3177119.8
19:17:04.310 INFO  ProgressMeter -           1:88913897              7.5              23936000        3188667.7
19:17:14.337 INFO  ProgressMeter -           1:91193993              7.7              24545000        3198670.7
19:17:24.341 INFO  ProgressMeter -           1:93439799              7.8              25152000        3207992.8
19:17:34.344 INFO  ProgressMeter -           1:95764400              8.0              25764000        3217630.9
19:17:44.354 INFO  ProgressMeter -           1:98224428              8.2              26391000        3228658.4
19:17:54.365 INFO  ProgressMeter -          1:100544362              8.3              27011000        3238405.4
19:18:04.376 INFO  ProgressMeter -          1:102846399              8.5              27631000        3247770.2
19:18:14.390 INFO  ProgressMeter -          1:105251867              8.7              28242000        3255718.3
19:18:24.402 INFO  ProgressMeter -          1:107720299              8.8              28871000        3265414.6
19:18:34.406 INFO  ProgressMeter -          1:110201970              9.0              29539000        3279129.5
19:18:44.410 INFO  ProgressMeter -          1:112636418              9.2              30203000        3291910.0
19:18:54.417 INFO  ProgressMeter -          1:115136172              9.3              30871000        3304650.7
19:19:04.439 INFO  ProgressMeter -          1:117588228              9.5              31523000        3315162.9
19:19:14.471 INFO  ProgressMeter -          1:119905664              9.7              32131000        3320713.2
19:19:24.484 INFO  ProgressMeter -          1:122432980              9.8              32736000        3325882.9
19:19:34.492 INFO  ProgressMeter -          1:124093333             10.0              33352000        3331995.7
19:19:44.504 INFO  ProgressMeter -          1:125179104             10.2              33967000        3337799.0
19:19:54.508 INFO  ProgressMeter -          1:125182966             10.3              34583000        3343544.0
19:20:04.508 INFO  ProgressMeter -          1:143211498             10.5              35212000        3350370.2
19:20:14.511 INFO  ProgressMeter -          1:143219733             10.7              35857000        3358466.2
19:20:24.524 INFO  ProgressMeter -          1:143252904             10.8              36511000        3367091.4
19:20:34.534 INFO  ProgressMeter -          1:143802368             11.0              37168000        3375748.2
19:20:44.544 INFO  ProgressMeter -          1:146188168             11.2              37824000        3384046.9
19:20:54.550 INFO  ProgressMeter -          1:148499812             11.3              38438000        3388424.0
19:21:04.563 INFO  ProgressMeter -          1:150704235             11.5              39052000        3392644.9
19:21:14.577 INFO  ProgressMeter -          1:152986460             11.7              39666000        3396730.5
19:21:24.587 INFO  ProgressMeter -          1:155237170             11.8              40283000        3400978.2
19:21:34.598 INFO  ProgressMeter -          1:157442004             12.0              40887000        3404020.9
19:21:44.603 INFO  ProgressMeter -          1:159745883             12.2              41497000        3407500.9
19:21:54.610 INFO  ProgressMeter -          1:161859763             12.3              42112000        3411282.6
19:22:04.620 INFO  ProgressMeter -          1:164208336             12.5              42732000        3415349.6
19:22:14.627 INFO  ProgressMeter -          1:166570362             12.7              43348000        3419007.5
19:22:24.642 INFO  ProgressMeter -          1:168868988             12.8              43968000        3422846.2
19:22:34.652 INFO  ProgressMeter -          1:171207700             13.0              44588000        3426608.4
19:22:44.661 INFO  ProgressMeter -          1:173519577             13.2              45209000        3430355.6
19:22:54.675 INFO  ProgressMeter -          1:175826508             13.3              45828000        3433837.9
19:23:04.684 INFO  ProgressMeter -          1:178215313             13.5              46446000        3437181.2
19:23:14.695 INFO  ProgressMeter -             unmapped             13.7              47060000        3440142.3
19:23:24.698 INFO  ProgressMeter -          1:182744991             13.8              47666000        3442487.4
19:23:34.699 INFO  ProgressMeter -          1:185056904             14.0              48286000        3445783.9
19:23:44.710 INFO  ProgressMeter -          1:187431046             14.2              48903000        3448754.9
19:23:54.718 INFO  ProgressMeter -          1:189935719             14.3              49520000        3451660.8
19:24:04.719 INFO  ProgressMeter -          1:192322713             14.5              50138000        3454600.6
19:24:14.734 INFO  ProgressMeter -          1:194654505             14.7              50756000        3457418.6
19:24:24.740 INFO  ProgressMeter -          1:197104526             14.8              51376000        3460342.9
19:24:34.745 INFO  ProgressMeter -          1:199429016             15.0              51995000        3463143.4
19:24:44.759 INFO  ProgressMeter -          1:201686319             15.2              52610000        3465577.0
19:24:54.766 INFO  ProgressMeter -             unmapped             15.3              53224000        3467922.6
19:25:04.780 INFO  ProgressMeter -          1:206214283             15.5              53841000        3470388.8
19:25:14.784 INFO  ProgressMeter -          1:208486476             15.7              54457000        3472772.0
19:25:24.798 INFO  ProgressMeter -          1:210810095             15.8              55069000        3474812.4
19:25:34.802 INFO  ProgressMeter -          1:213055712             16.0              55680000        3476787.6
19:25:44.818 INFO  ProgressMeter -          1:215359508             16.2              56288000        3478493.7
19:25:54.830 INFO  ProgressMeter -          1:217800823             16.3              56903000        3480607.4
19:26:04.845 INFO  ProgressMeter -          1:220192934             16.5              57518000        3482667.8
19:26:14.850 INFO  ProgressMeter -          1:222517927             16.7              58132000        3484661.8
19:26:24.852 INFO  ProgressMeter -          1:224859749             16.8              58745000        3486567.4
19:26:34.865 INFO  ProgressMeter -          1:227101971             17.0              59355000        3488221.8
19:26:44.879 INFO  ProgressMeter -          1:229107568             17.2              59959000        3489491.4
19:26:54.885 INFO  ProgressMeter -          1:231452055             17.3              60573000        3491343.2
19:27:04.890 INFO  ProgressMeter -          1:233794112             17.5              61190000        3493327.6
19:27:14.899 INFO  ProgressMeter -          1:235974971             17.7              61799000        3494812.4
19:27:24.907 INFO  ProgressMeter -          1:238274459             17.8              62409000        3496328.6
19:27:34.920 INFO  ProgressMeter -          1:240781449             18.0              63033000        3498577.7
19:27:44.935 INFO  ProgressMeter -          1:243207644             18.2              63656000        3500727.3
19:27:54.948 INFO  ProgressMeter -          1:245581799             18.4              64278000        3502786.5
19:28:04.962 INFO  ProgressMeter -          1:247914816             18.5              64900000        3504802.2
19:28:14.964 INFO  ProgressMeter -           10:1300320             18.7              65518000        3506608.5
19:28:24.972 INFO  ProgressMeter -           10:3626106             18.9              66136000        3508364.3
19:28:34.976 INFO  ProgressMeter -           10:5924002             19.0              66753000        3510049.0
19:28:44.993 INFO  ProgressMeter -           10:8239463             19.2              67374000        3511873.2
19:28:54.996 INFO  ProgressMeter -          10:10636158             19.4              67993000        3513605.0
19:29:05.009 INFO  ProgressMeter -          10:12908541             19.5              68615000        3515430.9
19:29:15.016 INFO  ProgressMeter -          10:15216337             19.7              69237000        3517243.7
19:29:25.018 INFO  ProgressMeter -          10:17607361             19.9              69858000        3518990.4
19:29:35.024 INFO  ProgressMeter -          10:20061183             20.0              70478000        3520646.3
19:29:45.030 INFO  ProgressMeter -          10:22432323             20.2              71098000        3522274.9
19:29:55.035 INFO  ProgressMeter -          10:24775329             20.4              71711000        3523535.8
19:30:05.045 INFO  ProgressMeter -          10:27074540             20.5              72324000        3524761.8
19:30:15.051 INFO  ProgressMeter -          10:29387049             20.7              72934000        3525834.4
19:30:25.064 INFO  ProgressMeter -          10:31674679             20.9              73549000        3527112.7
19:30:35.069 INFO  ProgressMeter -          10:34013500             21.0              74162000        3528292.3
19:30:45.080 INFO  ProgressMeter -          10:36386637             21.2              74778000        3529583.9
19:30:55.081 INFO  ProgressMeter -          10:38763999             21.4              75394000        3530877.3
19:31:05.086 INFO  ProgressMeter -          10:40683461             21.5              76004000        3531863.7
19:31:15.096 INFO  ProgressMeter -          10:41883391             21.7              76616000        3532916.3
19:31:25.098 INFO  ProgressMeter -          10:43114890             21.9              77229000        3534017.4
19:31:35.099 INFO  ProgressMeter -          10:45407801             22.0              77837000        3534874.8
19:31:45.102 INFO  ProgressMeter -          10:47996871             22.2              78450000        3535944.6
19:31:55.111 INFO  ProgressMeter -          10:50324912             22.4              79061000        3536888.0
19:32:05.126 INFO  ProgressMeter -          10:52699059             22.5              79676000        3537981.9
19:32:15.137 INFO  ProgressMeter -          10:55152828             22.7              80291000        3539070.0
19:32:25.137 INFO  ProgressMeter -          10:57605432             22.9              80904000        3540083.2
19:32:35.144 INFO  ProgressMeter -          10:60003698             23.0              81517000        3541063.8
19:32:45.155 INFO  ProgressMeter -          10:62349738             23.2              82135000        3542235.7
19:32:55.169 INFO  ProgressMeter -          10:64647946             23.4              82750000        3543254.8
19:33:05.184 INFO  ProgressMeter -          10:67049276             23.5              83361000        3544089.4
19:33:15.191 INFO  ProgressMeter -          10:69337271             23.7              83977000        3545138.3
19:33:25.206 INFO  ProgressMeter -          10:71559656             23.9              84588000        3545945.6
19:33:35.220 INFO  ProgressMeter -          10:73802498             24.0              85204000        3546952.2
19:33:45.231 INFO  ProgressMeter -          10:76066659             24.2              85820000        3547952.3
19:33:55.233 INFO  ProgressMeter -          10:78374672             24.4              86429000        3548673.2
19:34:05.236 INFO  ProgressMeter -          10:80646853             24.5              87040000        3549465.8
19:34:15.247 INFO  ProgressMeter -          10:83056959             24.7              87654000        3550347.6
19:34:25.251 INFO  ProgressMeter -          10:85435360             24.9              88267000        3551191.7
19:34:35.251 INFO  ProgressMeter -          10:87713265             25.0              88880000        3552036.3
19:34:45.254 INFO  ProgressMeter -          10:89972284             25.2              89497000        3553021.5
19:34:55.265 INFO  ProgressMeter -          10:92295468             25.4              90119000        3554172.3
19:35:05.327 INFO  ProgressMeter -          10:94629530             25.5              90739000        3555111.2
19:35:15.342 INFO  ProgressMeter -          10:96887529             25.7              91354000        3555951.7
19:35:25.358 INFO  ProgressMeter -          10:99179506             25.9              91973000        3556936.1
19:35:35.365 INFO  ProgressMeter -         10:101489459             26.0              92600000        3558231.1
19:35:45.377 INFO  ProgressMeter -         10:103764241             26.2              93224000        3559386.1
19:35:55.385 INFO  ProgressMeter -         10:106129239             26.4              93846000        3560459.6
19:36:05.388 INFO  ProgressMeter -         10:108579284             26.5              94468000        3561533.0
19:36:15.395 INFO  ProgressMeter -         10:110893651             26.7              95092000        3562654.5
19:36:25.407 INFO  ProgressMeter -         10:113300020             26.9              95737000        3564535.2
19:36:35.409 INFO  ProgressMeter -         10:115817128             27.0              96399000        3567045.9
19:36:45.417 INFO  ProgressMeter -         10:118205007             27.2              97017000        3567890.2
19:36:55.421 INFO  ProgressMeter -         10:120671551             27.4              97683000        3570489.5
19:37:05.421 INFO  ProgressMeter -         10:123175066             27.5              98343000        3572848.1
19:37:15.434 INFO  ProgressMeter -         10:125663034             27.7              99013000        3575511.3
19:37:25.438 INFO  ProgressMeter -         10:128012406             27.9              99630000        3576261.6
19:37:35.442 INFO  ProgressMeter -         10:130399292             28.0             100253000        3577212.9
19:37:45.449 INFO  ProgressMeter -         10:132769226             28.2             100896000        3578858.0
19:37:55.449 INFO  ProgressMeter -            11:522214             28.4             101517000        3579722.8
19:38:05.458 INFO  ProgressMeter -           11:2641375             28.5             102131000        3580313.2
19:38:15.460 INFO  ProgressMeter -           11:4963083             28.7             102751000        3581120.4
19:38:25.462 INFO  ProgressMeter -           11:7287492             28.9             103374000        3582022.3
19:38:35.462 INFO  ProgressMeter -           11:9601513             29.0             104000000        3583021.3
19:38:45.471 INFO  ProgressMeter -          11:11912238             29.2             104623000        3583887.7
19:38:55.493 INFO  ProgressMeter -          11:14302429             29.4             105247000        3584751.9
19:39:05.505 INFO  ProgressMeter -          11:16666553             29.5             105866000        3585457.1
19:39:15.508 INFO  ProgressMeter -          11:18991658             29.7             106490000        3586341.0
19:39:25.522 INFO  ProgressMeter -          11:21337203             29.9             107105000        3586891.5
19:39:35.564 INFO  ProgressMeter -          11:23756297             30.0             107720000        3587380.2
19:39:45.565 INFO  ProgressMeter -          11:26218600             30.2             108339000        3588077.2
19:39:55.568 INFO  ProgressMeter -          11:28656138             30.4             108958000        3588762.5
19:40:05.568 INFO  ProgressMeter -          11:31104656             30.5             109575000        3589380.7
19:40:15.574 INFO  ProgressMeter -          11:33397756             30.7             110184000        3589719.9
19:40:25.575 INFO  ProgressMeter -          11:35671179             30.9             110804000        3590421.6
19:40:35.579 INFO  ProgressMeter -          11:38026088             31.0             111422000        3591045.4
19:40:45.588 INFO  ProgressMeter -          11:40517941             31.2             112039000        3591621.0
19:40:55.592 INFO  ProgressMeter -          11:42983496             31.4             112657000        3592231.8
19:41:05.605 INFO  ProgressMeter -          11:45296503             31.5             113274000        3592787.4
19:41:15.620 INFO  ProgressMeter -          11:47572498             31.7             113894000        3593428.0
19:41:25.634 INFO  ProgressMeter -          11:49906213             31.9             114511000        3593969.6
19:41:35.636 INFO  ProgressMeter -          11:52328565             32.0             115127000        3594496.8
19:41:45.637 INFO  ProgressMeter -          11:54833674             32.2             115743000        3595020.4
19:41:55.651 INFO  ProgressMeter -          11:57274572             32.4             116363000        3595638.1
19:42:05.662 INFO  ProgressMeter -          11:59587789             32.5             116980000        3596164.7
19:42:15.665 INFO  ProgressMeter -          11:61854833             32.7             117599000        3596758.0
19:42:25.666 INFO  ProgressMeter -          11:64113905             32.9             118217000        3597322.2
19:42:35.672 INFO  ProgressMeter -          11:66294445             33.0             118838000        3597960.6
19:42:45.674 INFO  ProgressMeter -          11:68469692             33.2             119447000        3598236.5
19:42:55.678 INFO  ProgressMeter -          11:70717022             33.4             120063000        3598717.7
19:43:05.684 INFO  ProgressMeter -          11:73056962             33.5             120680000        3599220.4
19:43:15.687 INFO  ProgressMeter -          11:75311083             33.7             121295000        3599664.1
19:43:25.690 INFO  ProgressMeter -          11:77562702             33.9             121913000        3600192.0
19:43:35.704 INFO  ProgressMeter -          11:79880469             34.0             122528000        3600608.9
19:43:45.711 INFO  ProgressMeter -          11:82297626             34.2             123147000        3601147.5
19:43:55.712 INFO  ProgressMeter -          11:84623997             34.4             123764000        3601634.9
19:44:05.727 INFO  ProgressMeter -             unmapped             34.5             124382000        3602122.2
19:44:15.733 INFO  ProgressMeter -          11:89265134             34.7             124989000        3602305.1
19:44:25.742 INFO  ProgressMeter -          11:91688668             34.9             125606000        3602764.5
19:44:35.743 INFO  ProgressMeter -          11:94097306             35.0             126223000        3603234.9
19:44:45.756 INFO  ProgressMeter -          11:96406905             35.2             126842000        3603737.2
19:44:55.770 INFO  ProgressMeter -          11:98815992             35.4             127460000        3604204.8
19:45:05.777 INFO  ProgressMeter -         11:101230028             35.5             128075000        3604597.1
19:45:15.788 INFO  ProgressMeter -         11:103552719             35.7             128696000        3605143.7
19:45:25.790 INFO  ProgressMeter -         11:105936078             35.9             129311000        3605534.7
19:45:35.801 INFO  ProgressMeter -         11:108266746             36.0             129923000        3605823.8
19:45:45.804 INFO  ProgressMeter -         11:110562405             36.2             130543000        3606344.5
19:45:55.804 INFO  ProgressMeter -         11:112872028             36.4             131163000        3606865.4
19:46:05.815 INFO  ProgressMeter -         11:115232266             36.5             131782000        3607336.1
19:46:15.829 INFO  ProgressMeter -         11:117527844             36.7             132401000        3607799.2
19:46:25.836 INFO  ProgressMeter -         11:119778509             36.9             133021000        3608293.4
19:46:35.837 INFO  ProgressMeter -         11:122044357             37.0             133638000        3608715.2
19:46:45.840 INFO  ProgressMeter -         11:124362549             37.2             134257000        3609180.4
19:46:55.842 INFO  ProgressMeter -         11:126650058             37.4             134866000        3609377.1
19:47:05.847 INFO  ProgressMeter -         11:128916245             37.5             135470000        3609435.6
19:47:15.853 INFO  ProgressMeter -         11:131235224             37.7             136085000        3609780.6
19:47:25.861 INFO  ProgressMeter -         11:133646169             37.9             136702000        3610175.4
19:47:35.873 INFO  ProgressMeter -            12:851354             38.0             137313000        3610399.5
19:47:45.888 INFO  ProgressMeter -           12:3108621             38.2             137927000        3610698.6
19:47:55.900 INFO  ProgressMeter -           12:5500863             38.4             138569000        3611726.4
19:48:05.910 INFO  ProgressMeter -           12:7899528             38.5             139221000        3613009.5
19:48:15.911 INFO  ProgressMeter -          12:10458902             38.7             139882000        3614529.7
19:48:25.920 INFO  ProgressMeter -          12:12918642             38.9             140543000        3616021.4
19:48:35.921 INFO  ProgressMeter -          12:15434591             39.0             141211000        3617693.5
19:48:45.934 INFO  ProgressMeter -          12:18055718             39.2             141879000        3619333.0
19:48:55.939 INFO  ProgressMeter -          12:20631749             39.4             142528000        3620488.2
19:49:05.944 INFO  ProgressMeter -          12:22887137             39.5             143102000        3619736.5
19:49:15.954 INFO  ProgressMeter -          12:25298377             39.7             143740000        3620595.6
19:49:25.961 INFO  ProgressMeter -          12:27708071             39.9             144398000        3621953.8
19:49:35.965 INFO  ProgressMeter -          12:30236271             40.0             145066000        3623554.9
19:49:45.980 INFO  ProgressMeter -          12:32538178             40.2             145681000        3623807.8
19:49:55.982 INFO  ProgressMeter -          12:34952514             40.4             146299000        3624152.4
19:50:05.985 INFO  ProgressMeter -          12:36899013             40.5             146914000        3624418.7
19:50:15.985 INFO  ProgressMeter -          12:39352190             40.7             147531000        3624736.4
19:50:25.988 INFO  ProgressMeter -          12:41730598             40.9             148150000        3625096.0
19:50:35.993 INFO  ProgressMeter -          12:44118260             41.0             148774000        3625571.6
19:50:46.004 INFO  ProgressMeter -          12:46462287             41.2             149397000        3626010.2
19:50:56.004 INFO  ProgressMeter -          12:48760817             41.4             150022000        3626509.8
19:51:06.016 INFO  ProgressMeter -          12:51034815             41.5             150644000        3626915.6
19:51:16.028 INFO  ProgressMeter -          12:53293367             41.7             151262000        3627223.7
19:51:26.027 INFO  ProgressMeter -          12:55543587             41.9             151872000        3627354.2
19:51:36.029 INFO  ProgressMeter -          12:57886398             42.0             152515000        3628265.8
19:51:46.035 INFO  ProgressMeter -          12:60428735             42.2             153180000        3629685.8
19:51:56.040 INFO  ProgressMeter -          12:63042679             42.4             153848000        3631166.8
19:52:06.052 INFO  ProgressMeter -          12:65583988             42.5             154516000        3632626.3
19:52:16.058 INFO  ProgressMeter -          12:68098877             42.7             155179000        3633967.2
19:52:26.058 INFO  ProgressMeter -          12:70592765             42.9             155841000        3635280.0
19:52:36.058 INFO  ProgressMeter -          12:73183740             43.0             156506000        3636653.7
19:52:46.072 INFO  ProgressMeter -          12:75836105             43.2             157178000        3638160.7
19:52:56.084 INFO  ProgressMeter -          12:78437018             43.4             157845000        3639540.7
19:53:06.086 INFO  ProgressMeter -          12:81040720             43.5             158515000        3640994.4
19:53:16.095 INFO  ProgressMeter -          12:83663293             43.7             159175000        3642198.5
19:53:26.107 INFO  ProgressMeter -          12:86312641             43.9             159841000        3643526.0
